X	Y
2835.795	109.715515
2847.405	111.68013
2860.764	112.205154
2868	120.949509
2865.775	123.455261
2857.065	126.864258
2847.868	119.065475
2839.964	110.422089
2677.714	20.615082
2675.172	20.391342
2671.148	20.239258
2668.39	20.541748
2664.936	22.096039
2658.36	22.389954
2651.035	22.270477
2647.011	22.006912
2643.867	21.736465
2639.213	22.381577
2629.885	24.314011
2615.27	23.073654
2600.3	21.634232
2587.114	22.486435
2574.387	21.709442
2562.829	20.633469
2553.791	21.416626
2547.519	23.390259
2533.402	23.007355
2517.486	22.155472
2501.39	20.795563
2488.243	20.303772
2486.242	21.028824
2487.292	23.671646
2498.468	27.839478
2519.812	32.992584
2526.492	36.312668
2525.942	32.495483
2517.039	29.444794
2508.158	28.554047
2509.445	30.406265
2518.753	32.209045
2528.939	31.86084
2535.386	32.165131
2539.302	34.855682
2541.566	36.032333
2542.048	34.919846
2541.494	29.926422
2543.752	31.192261
2554.992	33.233948
2569.838	38.175278
2579.105	41.153625
2578.426	40.472641
2567.077	34.727493
2557.221	29.331436
2558.851	30.423996
2575.353	33.982666
2604.659	50.492386
2634.536	63.523026
2651.165	62.400574
2645.816	51.377792
2624.716	44.662903
2603.815	38.800278
2589.287	37.802856
2581.026	43.441635
2576.85	47.086823
2577.842	45.465454
2587.098	45.303497
2602.952	47.830185
2614.771	51.084641
2616.373	53.710663
2614.468	56.68187
2618.696	55.424698
2633.71	64.484985
2649.909	74.336975
2659.402	80.282867
2690.269	86.082153
2714.928	90.672195
2721.994	101.01564
2731.807	112.617203
2744.226	119.78418
2755.644	123.561523
2762.733	123.069504
2761.832	116.382797
2756.716	109.337585
2751.319	101.12233
2750.637	103.414307
2755.252	109.625473
2763.09	107.567139
2772.706	90.185181
2786.307	79.858185
2803.417	86.610519
2816.116	91.218674
2827.446	98.871964
2840.969	111.91655
2855.209	116.698853
2865.079	119.184052
2863.006	120.792496
2849.755	110.204376
2832.968	100.33226
2822.677	93.382721
2821.157	90.104462
2826.619	100.878235
2834.729	111.686249
2846.02	112.096848
2859.792	114.806427
2868.876	127.685562
2868.247	131.006058
2860.029	131.996017
2851.073	120.44191
2844.859	109.736221
2677.391	20.980637
2671.7	20.559631
2666.515	19.983276
2664.56	20.230484
2661.359	23.002365
2654.373	22.69046
2647.678	22.160568
2642.448	21.635071
2641.268	21.311172
2639.791	22.152298
2631.501	24.574753
2617.243	23.169754
2603.715	21.739166
2591.615	22.247787
2579.138	20.295273
2570.59	20.85701
2561.128	22.736954
2550.401	23.18251
2536.406	22.580597
2518.863	21.945908
2500.695	21.715927
2485.967	20.324707
2478.186	20.026428
2483.144	23.054871
2495.274	28.421021
2511.428	33.420715
2520.034	35.118912
2520.242	32.103775
2516.213	29.496689
2511.835	28.233078
2513.707	31.21022
2521.13	33.060104
2528.739	31.955429
2534.233	32.279724
2538.601	36.121887
2541.283	35.515945
2541.62	33.095413
2541.927	34.259949
2546.198	31.851059
2558.537	31.296112
2572.729	39.82341
2580.323	42.207947
2578.461	41.304916
2566.531	35.975143
2555.692	27.752029
2555.816	28.959198
2572.225	34.540695
2604.098	51.174988
2637.402	69.943619
2656.024	67.601608
2649.91	52.943817
2627.119	42.770767
2605.504	35.032883
2591.221	36.234344
2583.339	42.866638
2578.897	45.815002
2578.678	42.923508
2586.104	41.934296
2599.374	44.098907
2609.478	47.334015
2611.854	50.179047
2613.06	53.372009
2620.883	58.879974
2638.672	71.706863
2656.732	79.731796
2667.096	83.900345
2696.856	88.648193
2719.987	94.33168
2722.482	110.731537
2728.384	121.501251
2740.122	127.53653
2751.105	127.873856
2756.664	123.52359
2754.111	120.978775
2748.752	116.060638
2746.205	104.288208
2749.687	103.954407
2757.38	114.53447
2767.116	120.410156
2779.588	90.736069
2796.48	84.471512
2815.237	89.400711
2826.523	88.996201
2831.954	92.078293
2837.977	98.579102
2847.186	102.183228
2856.024	104.565353
2857.356	108.893219
2846.528	107.861969
2830.246	96.46228
2819.857	89.499664
2819.448	90.938568
2827.418	101.664352
2838.561	113.235367
2851.078	112.520844
2862.802	115.889679
2869.574	132.617065
2869.884	137.743988
2861.891	133.307922
2853.273	122.084717
2848.068	112.819122
2680.847	21.066681
2674.191	20.64679
2669.297	20.244873
2667.285	19.90184
2663.845	22.850632
2656.221	22.561142
2647.982	22.013641
2642.571	21.389862
2640.244	21.169479
2638.091	21.843369
2629.251	23.62851
2615.296	22.102127
2601.246	22.801926
2590.056	21.000931
2581.39	20.538696
2574.286	21.937424
2565.439	23.657181
2553.782	23.584991
2538.666	23.436874
2520.407	22.73819
2501.431	22.354538
2486.101	20.510834
2479.817	19.850647
2483.727	22.697556
2495.173	28.323807
2510.284	33.190063
2516.464	34.257278
2515.211	32.058105
2516.556	31.284714
2515.527	28.75209
2517.448	30.06633
2521.336	32.617126
2525.923	35.107529
2530.144	33.676071
2533.998	32.497284
2536.041	32.497589
2536.37	35.665985
2539.686	33.459137
2548.69	29.100555
2563.865	33.985046
2577.785	38.118713
2583.047	40.414581
2579.329	40.341919
2565.824	37.21228
2551.876	26.343246
2549.618	27.631592
2567.588	35.201981
2604.311	54.897568
2642.013	74.820175
2661.906	77.805115
2654.284	56.361404
2629.918	43.387573
2607.853	35.479019
2593.329	36.422775
2584.874	42.48053
2579.806	44.473724
2579.063	42.20163
2585.251	41.242584
2595.733	42.694687
2603.452	45.193024
2606.196	48.152756
2610.574	52.267899
2622.313	58.751007
2642.773	70.304474
2663.165	82.451309
2676.804	85.604218
2705.686	89.543076
2725.3	92.40184
2721.401	108.777451
2722.672	116.974304
2733.887	125.171875
2746.231	126.33432
2752.204	121.347229
2749.058	121.93251
2743.264	116.549454
2741.006	107.477432
2745.982	108.209991
2756.357	120.680801
2769.876	114.74054
2787.707	101.11319
2809.446	89.841232
2830.075	93.954544
2839.748	90.744202
2839.362	93.793137
2836.454	94.009674
2837.199	93.272568
2842.068	95.190552
2845.016	98.977036
2838.843	102.940887
2825.946	101.075256
2816.24	96.094498
2816.378	93.120209
2827.076	97.580536
2843.015	108.531448
2858.759	113.433609
2870.136	122.430313
2874.232	133.406555
2870.876	131.660049
2862.082	120.978088
2853.861	124.631378
2849.397	118.891205
2682.223	20.710205
2675.718	20.668961
2671.032	20.898331
2668.247	21.115097
2664.299	21.397903
2657.612	21.378174
2650.809	21.1745
2645.885	20.882599
2642.617	21.385101
2638.786	22.965927
2628.628	22.683426
2613.948	21.525955
2599.403	21.244507
2589.611	21.109146
2583.851	21.626434
2579.177	23.969498
2570.498	25.491287
2556.987	25.477936
2540.285	24.022446
2522.106	22.810211
2503.815	22.340225
2488.071	21.561417
2482.315	19.160461
2485.664	22.349121
2496.387	28.214417
2509.585	30.970612
2514.359	30.076096
2514.278	32.707306
2516.105	32.438065
2518.861	29.548981
2521.243	29.077286
2522.281	29.721649
2523.83	35.526779
2525.624	33.233582
2526.906	31.706299
2526.863	31.212982
2527.496	29.912476
2534.918	30.302811
2549.686	31.597931
2568.529	35.232925
2583.267	38.180084
2587.493	39.750443
2582.438	38.4702
2567.598	34.727814
2550.653	28.591827
2545.285	27.894913
2563.526	36.633667
2603.316	58.380798
2643.885	77.702957
2665.122	82.249451
2657.456	63.881332
2632.635	46.048462
2609.676	38.697769
2593.784	38.049728
2584.627	41.187485
2580.181	43.043106
2580.567	42.645401
2586.353	41.729965
2594.547	42.929932
2599.786	45.149948
2601.552	48.17366
2606.549	52.118149
2619.696	58.491531
2642.042	68.317474
2665.934	80.653687
2685.522	87.763733
2713.154	91.737381
2726.723	94.012314
2719.913	100.045258
2717.127	104.46344
2726.901	109.70253
2741.328	121.69957
2749.111	118.253418
2746.666	115.817505
2740.531	110.327164
2737.388	106.199249
2742.39	113.730835
2754.353	117.804367
2770.524	116.509903
2791.966	104.947556
2817.551	96.244705
2841.052	96.348831
2851.851	96.506805
2848.134	97.706238
2837.248	96.116318
2828.383	91.159485
2827.037	90.340775
2830.177	93.864471
2829.391	100.453125
2822.545	106.958664
2815.595	102.3078
2815.723	103.195389
2826.65	100.729935
2845.267	104.240158
2864.667	114.757584
2877.073	130.282333
2879.128	133.890839
2872.49	123.596909
2861.108	115.665131
2852.401	114.273407
2849.305	119.748535
2682.523	20.533295
2677.438	20.753906
2673.079	21.084976
2668.769	21.292282
2663.962	21.156998
2658.936	20.899445
2654.998	20.617996
2651.6	20.726517
2647.32	21.633026
2641.006	23.656006
2628.942	22.617065
2611.347	21.105591
2596.828	20.688538
2588.521	20.735794
2585.07	22.246231
2581.844	24.612289
2573.321	26.179672
2558.9	26.653687
2541.802	24.8797
2523.786	22.769623
2506.049	21.782669
2492.189	20.86969
2486.773	20.046921
2490.337	23.11969
2500.493	28.311615
2511.598	29.579773
2515.248	29.416412
2514.925	31.409729
2517.307	32.079239
2520.798	30.435196
2523.062	31.189407
2523.273	32.459427
2523.636	31.980255
2522.76	31.39592
2519.897	29.423218
2516.317	28.759735
2516.752	28.558121
2527.877	30.047119
2547.752	31.802597
2570.379	34.526352
2587.678	38.105331
2593.331	39.364395
2587.855	37.947815
2571.192	34.628693
2550.732	31.463196
2541.227	26.844742
2557.806	34.272202
2598.399	56.223465
2640.915	77.041641
2664.843	84.564667
2659.596	69.331284
2635.998	51.348343
2612.391	41.376877
2594.713	39.09108
2584.991	40.886993
2581.779	44.071152
2583.614	43.302887
2589.293	43.491898
2595.942	44.579025
2599.078	45.471588
2599.055	47.584076
2602.896	51.830276
2615.789	58.588623
2639.075	66.568954
2665.848	78.952209
2691.076	86.252426
2719.327	91.592911
2728.528	92.710983
2717.064	91.515778
2711.659	94.607727
2720.531	101.76741
2735.448	109.725113
2744.673	109.359665
2744.792	109.711487
2740.97	110.501129
2738.195	107.198074
2742.135	114.06749
2752.446	115.652542
2767.774	112.89827
2790.028	103.846222
2818.114	102.714722
2845.143	105.83786
2858.461	104.784744
2853.894	102.788406
2838.524	99.244873
2822.904	92.021805
2815.999	88.879486
2817.809	91.941757
2821.396	98.879547
2821.671	107.986481
2818.918	110.962418
2818.472	102.409134
2826.315	102.160004
2844.079	108.920898
2867.046	120.060471
2883.378	129.681717
2885.917	131.631699
2876.451	120.695023
2861.434	110.280289
2851.082	113.712357
2848.487	117.438263
2680.961	18.84874
2677.795	19.966446
2674.287	20.672913
2669.292	20.693359
2664.005	19.943253
2660.454	20.547089
2659.102	20.92247
2657.755	20.052261
2653.631	21.45578
2645.278	23.908493
2630.666	22.9133
2611.579	21.051392
2596.1	21.002045
2588.407	20.939987
2586.679	22.527267
2584.685	24.647049
2576.329	26.382797
2562.327	27.397461
2546.52	26.397385
2529.739	23.489029
2511.884	21.436279
2496.618	20.10466
2489.738	20.056686
2492.64	22.29776
2499.968	26.662354
2509.384	28.117599
2515.159	29.064651
2516.042	30.07811
2518.146	30.730804
2520.991	29.784698
2522.885	31.015015
2523.651	34.97905
2524.441	33.910614
2522.259	31.879395
2516.717	29.47612
2510.712	28.036728
2510.344	27.224075
2522.006	29.280319
2542.623	32.360199
2566.479	35.085815
2586.571	36.644775
2596.114	38.986359
2592.81	38.031113
2576.504	34.165436
2554.986	30.738403
2542.125	29.645798
2554.041	34.502716
2590.257	50.209488
2631.442	70.295578
2658.474	80.162582
2658.43	71.604767
2638.67	56.126648
2615.273	44.546356
2596.142	39.719498
2586.1	40.391998
2583.858	43.752411
2586.598	43.755722
2591.846	43.399109
2597.525	44.990631
2599.895	45.624237
2599.16	47.911301
2601.347	52.32666
2612.611	58.895737
2636.305	67.501022
2663.177	78.898743
2689.955	87.709534
2716.07	92.345978
2722.521	92.236191
2714.114	89.039124
2708.512	88.310959
2714.009	93.182663
2726.507	96.862946
2736.255	98.923065
2740.892	101.626541
2742.281	104.053192
2742.348	108.301727
2746.133	112.031677
2754.396	114.758438
2767.204	111.647308
2786.53	104.909317
2812.716	106.255508
2840.074	114.569962
2855.743	116.795303
2853.336	111.517883
2837.45	101.358215
2818.281	91.465118
2807.424	86.497421
2808.347	87.862076
2816.62	95.344482
2824.594	103.839432
2826.888	107.600494
2826.552	105.861328
2830.543	105.394684
2844.588	113.033646
2867.958	124.688217
2887.157	133.28093
2891.57	137.365204
2881.245	124.390106
2863.294	113.487244
2850.245	108.350769
2846.408	114.341995
2679.662	17.884933
2677.73	19.821838
2675.614	20.327606
2671.289	19.259048
2666.325	20.543961
2663.011	20.716843
2661.684	20.493286
2660.555	19.878448
2656.87	21.156967
2648.761	24.462677
2633.741	23.713608
2613.886	21.510483
2598.151	20.227264
2590.893	20.490417
2589.693	22.133728
2587.712	23.860413
2578.953	25.513824
2565.262	26.702896
2550.401	26.849899
2534.673	23.226578
2516.96	21.575439
2501.054	21.365555
2493.086	19.907089
2492.874	21.815002
2499.31	27.246185
2507.512	27.971436
2514.842	28.89563
2516.985	29.350891
2518.872	31.579636
2520.587	31.015808
2520.435	30.764282
2520.981	34.926331
2523.235	34.61412
2522.693	31.148041
2518.455	28.173691
2512.801	26.671143
2511.535	26.868881
2520.393	28.911865
2536.902	30.835754
2557.576	32.693817
2577.49	33.6465
2590.523	39.929855
2591.519	40.583679
2578.225	36.361603
2558.643	35.191452
2545.187	33.267242
2552.886	29.781967
2582.879	45.157181
2621.009	68.112717
2650.675	79.23764
2657.232	75.132507
2643.424	59.362061
2621.04	44.884262
2600.319	37.550262
2588.484	40.207184
2584.76	42.73349
2586.045	44.546616
2590.13	42.475021
2596.424	42.864731
2599.811	43.896637
2600.607	47.552917
2603.065	51.967575
2612.438	58.20816
2633.113	64.62413
2657.329	73.468353
2683.661	82.694763
2707.836	94.645416
2715.584	97.065048
2713.244	92.149673
2708.373	90.817459
2709.041	93.283539
2717.199	97.381042
2727.171	100.988068
2737.457	106.05687
2745.489	110.058182
2749.33	107.302765
2752.424	111.187012
2757.159	113.365021
2766.105	110.12204
2781.643	100.271622
2804.584	101.305405
2830.317	108.087067
2847.237	113.223022
2848.189	111.048187
2834.969	100.205429
2816.014	85.307083
2802.838	78.686356
2802.034	79.777817
2813.066	90.84375
2827.527	105.520187
2835.627	112.767807
2836.634	110.32428
2836.302	105.019638
2844.691	114.409866
2866.187	134.385986
2887.482	146.439026
2894.857	153.204498
2885.302	133.590347
2865.705	110.352875
2850.808	100.772461
2845.829	118.058945
2680.132	17.62355
2678.455	18.518707
2677.509	18.394867
2674.325	19.791809
2669.963	20.698639
2665.925	20.769958
2662.773	20.094254
2660.213	20.023407
2656.522	20.782974
2649.364	22.362579
2636.076	24.262909
2617.601	22.789673
2602.636	22.58194
2595.855	22.47258
2594.459	23.208801
2591.557	24.483322
2582.015	25.66983
2567.304	26.679718
2552.442	26.506378
2537.829	23.982864
2521.087	21.598602
2504.278	21.132614
2493.276	19.262482
2491.129	19.964203
2497.031	23.803177
2503.807	26.178421
2512.01	28.20871
2519.65	29.42627
2520.182	30.632309
2519.076	31.013092
2517.463	30.151459
2517.605	33.175735
2520.379	37.829193
2522.566	34.068451
2522.613	30.778992
2519.954	28.815582
2518.408	28.304718
2523.17	27.412735
2533.274	29.230301
2547.763	31.497177
2563.977	34.854187
2577.716	36.949753
2583.241	39.139053
2577.118	36.19371
2563.472	34.464203
2551.941	33.63298
2555.685	30.057083
2578.132	42.16214
2612.058	56.951462
2643.947	69.474625
2657.75	73.916214
2651.123	63.448776
2630.912	50.4077
2608.484	41.604767
2593.781	40.340271
2586.556	43.034821
2585.342	45.292465
2588.614	43.85466
2594.069	43.790436
2599.576	45.74765
2603.194	48.695862
2605.131	52.105118
2610.447	57.155014
2626.774	63.512817
2650.444	69.769318
2670.432	77.882904
2694.22	88.687927
2710.773	95.718506
2714.661	91.616333
2713.4	86.87619
2709.206	87.032059
2712.152	89.867859
2722.566	93.783783
2737.068	100.129974
2750.831	105.966339
2757.652	103.339813
2759.481	105.166946
2759.842	111.092834
2764.011	111.523438
2776.485	107.713547
2795.689	109.441696
2817.975	115.212006
2834.843	121.403656
2840.739	120.600342
2833.172	109.830048
